data,label
"[2013, 26, 0, 2, 1]",0
"[2013, 26, 0, 3, 1]",0
"[2013, 26, 0, 4, 1]",0
"[2013, 26, 0, 5, 1]",0
"[2013, 26, 0, 6, 1]",0
"[2013, 26, 0, 7, 1]",0
"[2013, 26, 0, 8, 1]",2
"[2013, 26, 0, 9, 3]",1
"[2013, 26, 0, 10, 2]",3
"[2013, 26, 0, 11, 2]",3
"[2013, 26, 0, 12, 2]",10
"[2013, 26, 0, 13, 2]",15
"[2013, 26, 0, 14, 1]",16
"[2013, 26, 0, 15, 2]",11
"[2013, 26, 0, 16, 1]",5
"[2013, 26, 0, 17, 1]",9
"[2013, 26, 0, 18, 1]",17
"[2013, 26, 0, 19, 1]",11
"[2013, 26, 0, 20, 2]",10
"[2013, 26, 0, 21, 2]",10
"[2013, 26, 0, 22, 2]",4
"[2013, 26, 0, 23, 1]",1
"[2013, 26, 1, 0, 1]",0
"[2013, 26, 1, 1, 1]",0
"[2013, 26, 1, 2, 1]",0
"[2013, 26, 1, 3, 1]",0
"[2013, 26, 1, 4, 1]",0
"[2013, 26, 1, 5, 1]",0
"[2013, 26, 1, 6, 1]",0
"[2013, 26, 1, 7, 1]",0
"[2013, 26, 1, 8, 1]",0
"[2013, 26, 1, 9, 1]",0
"[2013, 26, 1, 10, 1]",0
"[2013, 26, 1, 11, 2]",0
"[2013, 26, 1, 12, 2]",0
"[2013, 26, 1, 13, 5]",0
"[2013, 26, 1, 14, 2]",0
"[2013, 26, 1, 15, 2]",0
"[2013, 26, 1, 16, 1]",0
"[2013, 26, 1, 17, 2]",0
"[2013, 26, 1, 18, 5]",0
"[2013, 26, 1, 19, 2]",0
"[2013, 26, 1, 20, 3]",0
"[2013, 26, 1, 21, 2]",0
"[2013, 26, 1, 22, 2]",0
"[2013, 26, 1, 23, 2]",0
"[2013, 26, 2, 0, 2]",0
"[2013, 26, 2, 1, 2]",0
"[2013, 26, 2, 2, 2]",0
"[2013, 26, 2, 3, 2]",0
"[2013, 26, 2, 4, 2]",0
"[2013, 26, 2, 5, 2]",0
"[2013, 26, 2, 6, 2]",0
"[2013, 26, 2, 7, 2]",0
"[2013, 26, 2, 8, 2]",0
"[2013, 26, 2, 9, 2]",0
"[2013, 26, 2, 10, 2]",0
"[2013, 26, 2, 11, 2]",0
"[2013, 26, 2, 12, 2]",0
"[2013, 26, 2, 13, 2]",0
"[2013, 26, 2, 14, 2]",0
"[2013, 26, 2, 15, 2]",0
"[2013, 26, 2, 16, 3]",0
"[2013, 26, 2, 17, 3]",0
"[2013, 26, 2, 18, 2]",0
"[2013, 26, 2, 19, 2]",0
"[2013, 26, 2, 20, 2]",0
"[2013, 26, 2, 21, 3]",0
"[2013, 26, 2, 22, 2]",0
"[2013, 26, 2, 23, 3]",0
"[2013, 26, 3, 0, 2]",0
"[2013, 26, 3, 1, 2]",0
"[2013, 26, 3, 2, 2]",0
"[2013, 26, 3, 3, 2]",0
"[2013, 26, 3, 4, 2]",0
"[2013, 26, 3, 5, 1]",0
"[2013, 26, 3, 6, 2]",0
"[2013, 26, 3, 7, 3]",0
"[2013, 26, 3, 8, 3]",0
"[2013, 26, 3, 9, 3]",0
"[2013, 26, 3, 10, 2]",0
"[2013, 26, 3, 11, 1]",0
"[2013, 26, 3, 12, 2]",0
"[2013, 26, 3, 13, 2]",0
"[2013, 26, 3, 14, 2]",0
"[2013, 26, 3, 15, 2]",0
"[2013, 26, 3, 16, 3]",0
"[2013, 26, 3, 17, 3]",0
"[2013, 26, 3, 18, 2]",0
"[2013, 26, 3, 19, 3]",0
"[2013, 26, 3, 20, 3]",0
"[2013, 26, 3, 21, 2]",0
"[2013, 26, 3, 22, 2]",0
"[2013, 26, 3, 23, 2]",0
"[2013, 26, 4, 0, 5]",0
"[2013, 26, 4, 1, 3]",0
"[2013, 26, 4, 2, 2]",0
"[2013, 26, 4, 3, 1]",0
"[2013, 26, 4, 4, 1]",0
"[2013, 26, 4, 5, 1]",0
"[2013, 26, 4, 6, 1]",0
"[2013, 26, 4, 7, 1]",0
"[2013, 26, 4, 8, 2]",0
"[2013, 26, 4, 9, 1]",0
"[2013, 26, 4, 10, 1]",0
"[2013, 26, 4, 11, 1]",0
"[2013, 26, 4, 12, 2]",0
"[2013, 26, 4, 13, 2]",0
"[2013, 26, 4, 14, 3]",0
"[2013, 26, 4, 15, 2]",0
"[2013, 26, 4, 16, 2]",0
"[2013, 26, 4, 17, 3]",0
"[2013, 26, 4, 18, 2]",0
"[2013, 26, 4, 19, 3]",0
"[2013, 26, 4, 20, 2]",0
"[2013, 26, 4, 21, 4]",0
"[2013, 26, 4, 22, 2]",0
"[2013, 26, 4, 23, 4]",0
"[2013, 26, 5, 0, 2]",0
"[2013, 26, 5, 1, 2]",0
"[2013, 26, 5, 2, 2]",0
"[2013, 26, 5, 3, 1]",0
"[2013, 26, 5, 4, 1]",0
"[2013, 26, 5, 5, 1]",0
"[2013, 26, 5, 6, 1]",0
"[2013, 26, 5, 7, 2]",0
"[2013, 26, 5, 8, 1]",0
"[2013, 26, 5, 9, 1]",0
"[2013, 26, 5, 10, 1]",0
"[2013, 26, 5, 11, 1]",0
"[2013, 26, 5, 12, 2]",0
"[2013, 26, 5, 13, 1]",0
"[2013, 26, 5, 14, 1]",0
"[2013, 26, 5, 15, 1]",0
"[2013, 26, 5, 16, 1]",0
"[2013, 26, 5, 17, 2]",0
"[2013, 26, 5, 18, 2]",0
"[2013, 26, 5, 19, 2]",0
"[2013, 26, 5, 20, 1]",0
"[2013, 26, 5, 21, 1]",0
"[2013, 26, 5, 22, 1]",0
"[2013, 26, 5, 23, 1]",0
"[2013, 26, 6, 0, 1]",0
"[2013, 26, 6, 1, 1]",0
"[2013, 26, 6, 2, 1]",0
"[2013, 26, 6, 3, 1]",0
"[2013, 26, 6, 4, 1]",0
"[2013, 26, 6, 5, 1]",0
"[2013, 26, 6, 6, 1]",0
"[2013, 26, 6, 7, 1]",0
"[2013, 26, 6, 8, 1]",0
"[2013, 26, 6, 9, 1]",0
"[2013, 26, 6, 10, 2]",0
"[2013, 26, 6, 11, 2]",0
"[2013, 26, 6, 12, 2]",0
"[2013, 26, 6, 13, 1]",0
"[2013, 26, 6, 14, 1]",0
"[2013, 26, 6, 15, 1]",0
"[2013, 26, 6, 16, 1]",0
"[2013, 26, 6, 17, 1]",0
"[2013, 26, 6, 18, 1]",0
"[2013, 26, 6, 19, 1]",0
"[2013, 26, 6, 20, 1]",0
"[2013, 26, 6, 21, 1]",0
"[2013, 26, 6, 22, 1]",0
"[2013, 26, 6, 23, 1]",0
"[2013, 27, 0, 0, 1]",0
"[2013, 27, 0, 1, 1]",0
"[2013, 27, 0, 2, 1]",0
"[2013, 27, 0, 3, 1]",0
"[2013, 27, 0, 4, 1]",0
"[2013, 27, 0, 5, 1]",0
"[2013, 27, 0, 6, 1]",0
"[2013, 27, 0, 7, 1]",0
"[2013, 27, 0, 8, 1]",0
"[2013, 27, 0, 9, 1]",0
"[2013, 27, 0, 10, 1]",0
"[2013, 27, 0, 11, 1]",0
"[2013, 27, 0, 12, 1]",0
"[2013, 27, 0, 13, 1]",0
"[2013, 27, 0, 14, 1]",0
"[2013, 27, 0, 15, 1]",0
"[2013, 27, 0, 16, 1]",0
"[2013, 27, 0, 17, 1]",0
"[2013, 27, 0, 18, 1]",0
"[2013, 27, 0, 19, 1]",0
"[2013, 27, 0, 20, 1]",0
"[2013, 27, 0, 21, 1]",0
"[2013, 27, 0, 22, 1]",0
"[2013, 27, 0, 23, 2]",0
"[2013, 27, 1, 0, 2]",0
"[2013, 27, 1, 1, 2]",0
"[2013, 27, 1, 2, 1]",0
"[2013, 27, 1, 3, 1]",0
"[2013, 27, 1, 4, 1]",0
"[2013, 27, 1, 5, 1]",0
"[2013, 27, 1, 6, 1]",0
"[2013, 27, 1, 7, 1]",0
"[2013, 27, 1, 8, 1]",0
"[2013, 27, 1, 9, 1]",0
"[2013, 27, 1, 10, 1]",0
"[2013, 27, 1, 11, 1]",0
"[2013, 27, 1, 12, 1]",0
"[2013, 27, 1, 13, 1]",0
"[2013, 27, 1, 14, 1]",0
"[2013, 27, 1, 15, 1]",0
"[2013, 27, 1, 16, 1]",0
"[2013, 27, 1, 17, 1]",0
"[2013, 27, 1, 18, 1]",0
"[2013, 27, 1, 19, 1]",0
"[2013, 27, 1, 20, 1]",0
"[2013, 27, 1, 21, 1]",0
"[2013, 27, 1, 22, 1]",0
"[2013, 27, 1, 23, 1]",0
"[2013, 27, 2, 0, 1]",0
"[2013, 27, 2, 1, 5]",0
"[2013, 27, 2, 2, 2]",0
"[2013, 27, 2, 3, 1]",0
"[2013, 27, 2, 4, 1]",0
"[2013, 27, 2, 5, 1]",0
"[2013, 27, 2, 6, 1]",0
"[2013, 27, 2, 7, 1]",0
"[2013, 27, 2, 8, 1]",0
"[2013, 27, 2, 9, 1]",0
"[2013, 27, 2, 10, 3]",0
"[2013, 27, 2, 11, 3]",0
"[2013, 27, 2, 12, 1]",0
"[2013, 27, 2, 13, 1]",0
"[2013, 27, 2, 14, 1]",0
"[2013, 27, 2, 15, 1]",0
"[2013, 27, 2, 16, 1]",0
"[2013, 27, 2, 17, 1]",0
"[2013, 27, 2, 18, 1]",0
"[2013, 27, 2, 19, 1]",0
"[2013, 27, 2, 20, 3]",0
"[2013, 27, 2, 21, 3]",0
"[2013, 27, 2, 22, 3]",0
"[2013, 27, 2, 23, 4]",0
"[2013, 27, 3, 0, 4]",0
"[2013, 27, 3, 1, 5]",0
"[2013, 27, 3, 2, 3]",0
"[2013, 27, 3, 3, 3]",0
"[2013, 27, 3, 4, 3]",0
"[2013, 27, 3, 5, 1]",0
"[2013, 27, 3, 6, 1]",0
"[2013, 27, 3, 7, 1]",0
"[2013, 27, 3, 8, 1]",0
"[2013, 27, 3, 9, 1]",0
"[2013, 27, 3, 10, 2]",0
"[2013, 27, 3, 11, 2]",0
"[2013, 27, 3, 12, 1]",0
"[2013, 27, 3, 13, 1]",0
"[2013, 27, 3, 14, 1]",0
"[2013, 27, 3, 15, 1]",0
"[2013, 27, 3, 16, 1]",0
"[2013, 27, 3, 17, 3]",0
"[2013, 27, 3, 18, 3]",0
"[2013, 27, 3, 19, 3]",0
"[2013, 27, 3, 20, 3]",0
"[2013, 27, 3, 21, 3]",0
"[2013, 27, 3, 22, 3]",0
"[2013, 27, 3, 23, 1]",0
"[2013, 27, 4, 0, 1]",0
"[2013, 27, 4, 1, 1]",0
"[2013, 27, 4, 2, 5]",0
"[2013, 27, 4, 3, 1]",0
"[2013, 27, 4, 4, 2]",0
"[2013, 27, 4, 5, 3]",0
"[2013, 27, 4, 6, 2]",0
"[2013, 27, 4, 7, 2]",0
"[2013, 27, 4, 8, 3]",0
"[2013, 27, 4, 9, 2]",0
"[2013, 27, 4, 10, 3]",0
"[2013, 27, 4, 11, 2]",0
"[2013, 27, 4, 12, 2]",0
"[2013, 27, 4, 13, 2]",0
"[2013, 27, 4, 14, 2]",0
"[2013, 27, 4, 15, 2]",0
"[2013, 27, 4, 16, 3]",0
"[2013, 27, 4, 17, 2]",0
"[2013, 27, 4, 18, 2]",0
"[2013, 27, 4, 19, 3]",0
"[2013, 27, 4, 20, 4]",0
"[2013, 27, 4, 21, 4]",0
"[2013, 27, 4, 22, 4]",0
"[2013, 27, 4, 23, 2]",0
"[2013, 27, 5, 0, 1]",0
"[2013, 27, 5, 1, 2]",0
"[2013, 27, 5, 2, 3]",0
"[2013, 27, 5, 3, 3]",0
"[2013, 27, 5, 4, 3]",0
"[2013, 27, 5, 5, 1]",0
"[2013, 27, 5, 6, 1]",0
"[2013, 27, 5, 7, 1]",0
"[2013, 27, 5, 8, 2]",0
"[2013, 27, 5, 9, 2]",0
"[2013, 27, 5, 10, 2]",0
"[2013, 27, 5, 11, 4]",0
"[2013, 27, 5, 12, 3]",0
"[2013, 27, 5, 13, 3]",0
"[2013, 27, 5, 14, 3]",0
"[2013, 27, 5, 15, 3]",0
"[2013, 27, 5, 16, 2]",0
"[2013, 27, 5, 17, 2]",0
"[2013, 27, 5, 18, 2]",0
"[2013, 27, 5, 19, 2]",0
"[2013, 27, 5, 20, 3]",0
"[2013, 27, 5, 21, 3]",0
"[2013, 27, 5, 22, 3]",0
"[2013, 27, 5, 23, 3]",0
"[2013, 27, 6, 0, 4]",0
"[2013, 27, 6, 1, 4]",0
"[2013, 27, 6, 2, 2]",0
"[2013, 27, 6, 3, 2]",0
"[2013, 27, 6, 4, 2]",0
"[2013, 27, 6, 5, 2]",0
"[2013, 27, 6, 6, 2]",0
"[2013, 27, 6, 7, 2]",0
"[2013, 27, 6, 8, 2]",0
"[2013, 27, 6, 9, 2]",0
"[2013, 27, 6, 10, 2]",0
"[2013, 27, 6, 11, 2]",0
"[2013, 27, 6, 12, 2]",0
"[2013, 27, 6, 13, 2]",0
"[2013, 27, 6, 14, 2]",0
"[2013, 27, 6, 15, 2]",0
"[2013, 27, 6, 16, 2]",0
"[2013, 27, 6, 17, 2]",0
"[2013, 27, 6, 18, 3]",0
"[2013, 27, 6, 19, 2]",0
"[2013, 27, 6, 20, 3]",0
"[2013, 27, 6, 21, 5]",0
"[2013, 27, 6, 22, 4]",0
"[2013, 27, 6, 23, 2]",0
"[2013, 28, 0, 0, 2]",0
"[2013, 28, 0, 1, 2]",0
"[2013, 28, 0, 2, 2]",0
"[2013, 28, 0, 3, 2]",0
"[2013, 28, 0, 4, 2]",0
"[2013, 28, 0, 5, 2]",0
"[2013, 28, 0, 6, 2]",0
"[2013, 28, 0, 7, 2]",0
"[2013, 28, 0, 8, 2]",0
"[2013, 28, 0, 9, 4]",0
"[2013, 28, 0, 10, 4]",0
"[2013, 28, 0, 11, 2]",0
"[2013, 28, 0, 12, 2]",0
"[2013, 28, 0, 13, 2]",0
"[2013, 28, 0, 14, 3]",0
"[2013, 28, 0, 15, 3]",0
"[2013, 28, 0, 16, 3]",0
"[2013, 28, 0, 17, 2]",0
"[2013, 28, 0, 18, 2]",0
"[2013, 28, 0, 19, 2]",0
"[2013, 28, 0, 20, 2]",0
"[2013, 28, 0, 21, 2]",0
"[2013, 28, 0, 22, 5]",0
"[2013, 28, 0, 23, 4]",0
"[2013, 28, 1, 0, 2]",0
"[2013, 28, 1, 1, 1]",0
"[2013, 28, 1, 2, 2]",0
"[2013, 28, 1, 3, 3]",0
"[2013, 28, 1, 4, 2]",0
"[2013, 28, 1, 5, 2]",0
"[2013, 28, 1, 6, 2]",0
"[2013, 28, 1, 7, 2]",0
"[2013, 28, 1, 8, 2]",0
"[2013, 28, 1, 9, 2]",0
"[2013, 28, 1, 10, 2]",0
"[2013, 28, 1, 11, 2]",0
"[2013, 28, 1, 12, 2]",0
"[2013, 28, 1, 13, 1]",0
"[2013, 28, 1, 14, 1]",0
"[2013, 28, 1, 15, 1]",0
"[2013, 28, 1, 16, 1]",0
"[2013, 28, 1, 17, 1]",0
"[2013, 28, 1, 18, 1]",0
"[2013, 28, 1, 19, 1]",0
"[2013, 28, 1, 20, 1]",0
"[2013, 28, 1, 21, 1]",0
"[2013, 28, 1, 22, 1]",0
"[2013, 28, 1, 23, 1]",0
"[2013, 28, 2, 0, 1]",0
"[2013, 28, 2, 1, 1]",0
"[2013, 28, 2, 2, 1]",0
"[2013, 28, 2, 3, 1]",0
"[2013, 28, 2, 4, 1]",0
"[2013, 28, 2, 5, 2]",0
"[2013, 28, 2, 6, 2]",0
"[2013, 28, 2, 7, 1]",0
"[2013, 28, 2, 8, 1]",0
"[2013, 28, 2, 9, 1]",0
"[2013, 28, 2, 10, 1]",0
"[2013, 28, 2, 11, 1]",0
"[2013, 28, 2, 12, 1]",0
"[2013, 28, 2, 13, 1]",0
"[2013, 28, 2, 14, 1]",0
"[2013, 28, 2, 15, 1]",0
"[2013, 28, 2, 16, 1]",0
"[2013, 28, 2, 17, 1]",0
"[2013, 28, 2, 18, 1]",0
"[2013, 28, 2, 19, 4]",0
"[2013, 28, 2, 20, 4]",0
"[2013, 28, 2, 21, 4]",0
"[2013, 28, 2, 22, 4]",0
"[2013, 28, 2, 23, 3]",0
"[2013, 28, 3, 0, 3]",0
"[2013, 28, 3, 1, 3]",0
"[2013, 28, 3, 2, 1]",0
"[2013, 28, 3, 3, 1]",0
"[2013, 28, 3, 4, 1]",0
"[2013, 28, 3, 5, 1]",0
"[2013, 28, 3, 6, 1]",0
"[2013, 28, 3, 7, 1]",0
"[2013, 28, 3, 8, 1]",0
"[2013, 28, 3, 9, 1]",0
"[2013, 28, 3, 10, 2]",0
"[2013, 28, 3, 11, 1]",0
"[2013, 28, 3, 12, 1]",0
"[2013, 28, 3, 13, 1]",0
"[2013, 28, 3, 14, 1]",0
"[2013, 28, 3, 15, 1]",0
"[2013, 28, 3, 16, 1]",0
"[2013, 28, 3, 17, 1]",0
"[2013, 28, 3, 18, 1]",0
"[2013, 28, 3, 19, 1]",0
"[2013, 28, 3, 20, 1]",0
"[2013, 28, 3, 21, 1]",0
"[2013, 28, 3, 22, 1]",0
"[2013, 28, 3, 23, 1]",0
"[2013, 28, 4, 0, 1]",0
"[2013, 28, 4, 1, 1]",0
"[2013, 28, 4, 2, 2]",0
"[2013, 28, 4, 3, 2]",0
"[2013, 28, 4, 4, 2]",0
"[2013, 28, 4, 5, 1]",0
"[2013, 28, 4, 6, 2]",0
"[2013, 28, 4, 7, 2]",0
"[2013, 28, 4, 8, 2]",0
"[2013, 28, 4, 9, 1]",0
"[2013, 28, 4, 10, 1]",0
"[2013, 28, 4, 11, 2]",0
"[2013, 28, 4, 12, 1]",0
"[2013, 28, 4, 13, 1]",0
"[2013, 28, 4, 14, 1]",0
"[2013, 28, 4, 15, 1]",0
"[2013, 28, 4, 16, 1]",0
"[2013, 28, 4, 17, 1]",0
"[2013, 28, 4, 18, 1]",0
"[2013, 28, 4, 19, 1]",0
"[2013, 28, 4, 20, 1]",0
"[2013, 28, 4, 21, 1]",0
"[2013, 28, 4, 22, 1]",0
"[2013, 28, 4, 23, 1]",0
"[2013, 28, 5, 0, 1]",0
"[2013, 28, 5, 1, 1]",0
"[2013, 28, 5, 2, 1]",0
"[2013, 28, 5, 3, 1]",0
"[2013, 28, 5, 4, 1]",0
"[2013, 28, 5, 5, 1]",0
"[2013, 28, 5, 6, 1]",0
"[2013, 28, 5, 7, 1]",0
"[2013, 28, 5, 8, 1]",0
"[2013, 28, 5, 9, 1]",0
"[2013, 28, 5, 10, 1]",0
"[2013, 28, 5, 11, 1]",0
"[2013, 28, 5, 12, 1]",0
"[2013, 28, 5, 13, 1]",0
"[2013, 28, 5, 14, 1]",0
"[2013, 28, 5, 15, 1]",0
"[2013, 28, 5, 16, 1]",0
"[2013, 28, 5, 17, 1]",0
"[2013, 28, 5, 18, 1]",0
"[2013, 28, 5, 19, 1]",0
"[2013, 28, 5, 20, 1]",0
"[2013, 28, 5, 21, 1]",0
"[2013, 28, 5, 22, 1]",0
"[2013, 28, 5, 23, 1]",0
"[2013, 28, 6, 0, 1]",0
"[2013, 28, 6, 1, 1]",0
"[2013, 28, 6, 2, 1]",0
"[2013, 28, 6, 3, 1]",0
"[2013, 28, 6, 4, 1]",0
"[2013, 28, 6, 5, 1]",0
"[2013, 28, 6, 6, 1]",0
"[2013, 28, 6, 7, 1]",0
"[2013, 28, 6, 8, 2]",0
"[2013, 28, 6, 9, 2]",0
"[2013, 28, 6, 10, 1]",0
"[2013, 28, 6, 11, 2]",0
"[2013, 28, 6, 12, 1]",0
"[2013, 28, 6, 13, 1]",0
"[2013, 28, 6, 14, 1]",0
"[2013, 28, 6, 15, 1]",0
"[2013, 28, 6, 16, 1]",0
"[2013, 28, 6, 17, 1]",0
"[2013, 28, 6, 18, 1]",0
"[2013, 28, 6, 19, 1]",0
"[2013, 28, 6, 20, 1]",0
"[2013, 28, 6, 21, 1]",0
"[2013, 28, 6, 22, 1]",0
"[2013, 28, 6, 23, 1]",0
"[2013, 29, 0, 0, 1]",0
"[2013, 29, 0, 1, 1]",0
"[2013, 29, 0, 2, 1]",0
"[2013, 29, 0, 3, 1]",0
"[2013, 29, 0, 4, 1]",0
"[2013, 29, 0, 5, 1]",0
"[2013, 29, 0, 6, 1]",0
"[2013, 29, 0, 7, 1]",0
"[2013, 29, 0, 8, 1]",0
"[2013, 29, 0, 9, 1]",0
"[2013, 29, 0, 10, 1]",0
"[2013, 29, 0, 11, 1]",0
"[2013, 29, 0, 12, 1]",0
"[2013, 29, 0, 13, 1]",0
"[2013, 29, 0, 14, 1]",0
"[2013, 29, 0, 15, 1]",0
"[2013, 29, 0, 16, 1]",0
"[2013, 29, 0, 17, 1]",0
"[2013, 29, 0, 18, 1]",0
"[2013, 29, 0, 19, 1]",0
"[2013, 29, 0, 20, 4]",0
"[2013, 29, 0, 21, 4]",0
"[2013, 29, 0, 22, 4]",0
"[2013, 29, 0, 23, 2]",0
"[2013, 29, 1, 0, 2]",0
"[2013, 29, 1, 1, 5]",0
"[2013, 29, 1, 2, 3]",0
"[2013, 29, 1, 3, 1]",0
"[2013, 29, 1, 4, 1]",0
"[2013, 29, 1, 5, 1]",0
"[2013, 29, 1, 6, 2]",0
"[2013, 29, 1, 7, 1]",0
"[2013, 29, 1, 8, 2]",0
"[2013, 29, 1, 9, 2]",0
"[2013, 29, 1, 10, 2]",0
"[2013, 29, 1, 11, 1]",0
"[2013, 29, 1, 12, 1]",0
"[2013, 29, 1, 13, 1]",0
"[2013, 29, 1, 14, 1]",0
"[2013, 29, 1, 15, 1]",0
"[2013, 29, 1, 16, 1]",0
"[2013, 29, 1, 17, 1]",0
"[2013, 29, 1, 18, 1]",0
"[2013, 29, 1, 19, 1]",0
"[2013, 29, 1, 20, 2]",0
"[2013, 29, 1, 21, 2]",0
"[2013, 29, 1, 22, 2]",0
"[2013, 29, 1, 23, 2]",0
"[2013, 29, 2, 0, 2]",0
"[2013, 29, 2, 1, 2]",0
"[2013, 29, 2, 2, 3]",0
"[2013, 29, 2, 3, 5]",0
"[2013, 29, 2, 4, 5]",0
"[2013, 29, 2, 5, 5]",0
"[2013, 29, 2, 6, 5]",0
"[2013, 29, 2, 7, 5]",0
"[2013, 29, 2, 8, 1]",0
"[2013, 29, 2, 9, 1]",0
"[2013, 29, 2, 10, 2]",0
"[2013, 29, 2, 11, 2]",0
"[2013, 29, 2, 12, 2]",0
"[2013, 29, 2, 13, 2]",0
"[2013, 29, 2, 14, 2]",0
"[2013, 29, 2, 15, 1]",0
"[2013, 29, 2, 16, 1]",0
"[2013, 29, 2, 17, 2]",0
"[2013, 29, 2, 18, 4]",0
"[2013, 29, 2, 19, 5]",0
"[2013, 29, 2, 20, 3]",0
"[2013, 29, 2, 21, 3]",0
"[2013, 29, 2, 22, 2]",0
"[2013, 29, 2, 23, 2]",0
"[2013, 29, 3, 0, 2]",0
"[2013, 29, 3, 1, 2]",0
"[2013, 29, 3, 2, 2]",0
"[2013, 29, 3, 3, 2]",0
"[2013, 29, 3, 4, 3]",0
"[2013, 29, 3, 5, 2]",0
"[2013, 29, 3, 6, 2]",0
"[2013, 29, 3, 7, 2]",0
"[2013, 29, 3, 8, 5]",0
"[2013, 29, 3, 9, 3]",0
"[2013, 29, 3, 10, 4]",0
"[2013, 29, 3, 11, 4]",0
"[2013, 29, 3, 12, 2]",0
"[2013, 29, 3, 13, 4]",0
"[2013, 29, 3, 14, 1]",0
"[2013, 29, 3, 15, 2]",0
"[2013, 29, 3, 16, 1]",0
"[2013, 29, 3, 17, 1]",0
"[2013, 29, 3, 18, 1]",0
"[2013, 29, 3, 19, 1]",0
"[2013, 29, 3, 20, 2]",0
"[2013, 29, 3, 21, 4]",0
"[2013, 29, 3, 22, 2]",0
"[2013, 29, 3, 23, 3]",0
"[2013, 29, 4, 0, 3]",0
"[2013, 29, 4, 1, 3]",0
"[2013, 29, 4, 2, 4]",0
"[2013, 29, 4, 3, 4]",0
"[2013, 29, 4, 4, 1]",0
"[2013, 29, 4, 5, 1]",0
"[2013, 29, 4, 6, 2]",0
"[2013, 29, 4, 7, 1]",0
"[2013, 29, 4, 8, 1]",0
"[2013, 29, 4, 9, 1]",0
"[2013, 29, 4, 10, 1]",0
"[2013, 29, 4, 11, 1]",0
"[2013, 29, 4, 12, 1]",0
"[2013, 29, 4, 13, 1]",0
"[2013, 29, 4, 14, 1]",0
"[2013, 29, 4, 15, 1]",0
"[2013, 29, 4, 16, 1]",0
"[2013, 29, 4, 17, 2]",0
"[2013, 29, 4, 18, 2]",0
"[2013, 29, 4, 19, 2]",0
"[2013, 29, 4, 20, 3]",0
"[2013, 29, 4, 21, 3]",0
"[2013, 29, 4, 22, 3]",0
"[2013, 29, 4, 23, 2]",0
"[2013, 29, 5, 0, 2]",0
"[2013, 29, 5, 1, 2]",0
"[2013, 29, 5, 2, 2]",0
"[2013, 29, 5, 3, 2]",0
"[2013, 29, 5, 4, 2]",0
"[2013, 29, 5, 5, 2]",0
"[2013, 29, 5, 6, 2]",0
"[2013, 29, 5, 7, 2]",0
"[2013, 29, 5, 8, 2]",0
"[2013, 29, 5, 9, 2]",0
"[2013, 29, 5, 10, 2]",0
"[2013, 29, 5, 11, 3]",0
"[2013, 29, 5, 12, 3]",0
"[2013, 29, 5, 13, 3]",0
"[2013, 29, 5, 14, 2]",0
"[2013, 29, 5, 15, 2]",0
"[2013, 29, 5, 16, 3]",0
"[2013, 29, 5, 17, 3]",0
"[2013, 29, 5, 18, 3]",0
"[2013, 29, 5, 19, 3]",0
"[2013, 29, 5, 20, 3]",0
"[2013, 29, 5, 21, 3]",0
"[2013, 29, 5, 22, 2]",0
"[2013, 29, 5, 23, 4]",0
"[2013, 29, 6, 0, 4]",0
"[2013, 29, 6, 1, 4]",0
"[2013, 29, 6, 2, 4]",0
"[2013, 29, 6, 3, 2]",0
"[2013, 29, 6, 4, 4]",0
"[2013, 29, 6, 5, 4]",0
"[2013, 29, 6, 6, 4]",0
"[2013, 29, 6, 7, 4]",0
"[2013, 29, 6, 8, 4]",0
"[2013, 29, 6, 9, 4]",0
"[2013, 29, 6, 10, 4]",0
"[2013, 29, 6, 11, 2]",0
"[2013, 29, 6, 12, 4]",0
"[2013, 29, 6, 13, 4]",0
"[2013, 29, 6, 14, 4]",0
"[2013, 29, 6, 15, 2]",0
"[2013, 29, 6, 16, 2]",0
"[2013, 29, 6, 17, 2]",0
"[2013, 29, 6, 18, 2]",0
"[2013, 29, 6, 19, 2]",0
"[2013, 29, 6, 20, 2]",0
"[2013, 29, 6, 21, 2]",0
"[2013, 29, 6, 22, 2]",0
"[2013, 29, 6, 23, 1]",0
"[2013, 30, 0, 0, 1]",0
"[2013, 30, 0, 1, 1]",0
"[2013, 30, 0, 2, 1]",0
"[2013, 30, 0, 3, 1]",0
"[2013, 30, 0, 4, 1]",0
"[2013, 30, 0, 5, 1]",0
"[2013, 30, 0, 6, 1]",0
"[2013, 30, 0, 7, 1]",0
"[2013, 30, 0, 8, 1]",0
"[2013, 30, 0, 9, 1]",0
"[2013, 30, 0, 10, 2]",0
"[2013, 30, 0, 11, 1]",0
"[2013, 30, 0, 12, 1]",0
"[2013, 30, 0, 13, 1]",0
"[2013, 30, 0, 14, 1]",0
"[2013, 30, 0, 15, 1]",0
"[2013, 30, 0, 16, 1]",0
"[2013, 30, 0, 17, 2]",0
"[2013, 30, 0, 18, 2]",0
"[2013, 30, 0, 19, 2]",0
"[2013, 30, 0, 20, 2]",0
"[2013, 30, 0, 21, 2]",0
"[2013, 30, 0, 22, 2]",0
"[2013, 30, 0, 23, 1]",0
"[2013, 30, 1, 0, 1]",0
"[2013, 30, 1, 1, 1]",0
"[2013, 30, 1, 2, 2]",0
"[2013, 30, 1, 3, 2]",0
"[2013, 30, 1, 4, 2]",0
