519,2013,21,6,0,0,0,1
519,2013,21,6,1,0,0,1
519,2013,21,6,2,0,0,1
519,2013,21,6,3,0,0,1
519,2013,21,6,4,0,0,1
519,2013,21,6,5,0,0,1
519,2013,21,6,6,0,0,1
519,2013,21,6,7,0,0,1
519,2013,21,6,8,1,2,1
519,2013,21,6,9,1,1,2
519,2013,21,6,10,1,0,2
519,2013,21,6,11,1,2,2
519,2013,21,6,12,3,4,1
519,2013,21,6,13,2,0,1
519,2013,21,6,14,0,0,1
519,2013,21,6,15,1,2,1
519,2013,21,6,16,3,3,1
519,2013,21,6,17,2,1,1
519,2013,21,6,18,1,3,2
519,2013,21,6,19,2,0,1
519,2013,21,6,20,0,0,1
519,2013,21,6,21,1,2,1
519,2013,21,6,22,1,1,1
519,2013,21,6,23,1,0,1
519,2013,22,0,0,0,0,1
519,2013,22,0,1,1,1,1
519,2013,22,0,2,0,1,1
519,2013,22,0,3,1,0,1
519,2013,22,0,4,0,0,1
519,2013,22,0,5,0,0,1
519,2013,22,0,6,0,0,1
519,2013,22,0,7,0,1,1
519,2013,22,0,8,0,0,1
519,2013,22,0,9,1,1,2
519,2013,22,0,10,0,0,1
519,2013,22,0,11,1,1,1
519,2013,22,0,12,5,5,1
519,2013,22,0,13,4,5,1
519,2013,22,0,14,2,2,1
519,2013,22,0,15,2,2,1
519,2013,22,0,16,1,0,1
519,2013,22,0,17,1,1,1
519,2013,22,0,18,1,1,1
519,2013,22,0,19,0,0,1
519,2013,22,0,20,1,1,1
519,2013,22,0,21,1,1,1
519,2013,22,0,22,0,0,1
519,2013,22,0,23,1,0,1
519,2013,22,1,0,0,0,1
519,2013,22,1,1,0,0,1
519,2013,22,1,2,0,0,1
519,2013,22,1,3,0,0,1
519,2013,22,1,4,0,0,1
519,2013,22,1,5,0,0,1
519,2013,22,1,6,0,0,1
519,2013,22,1,7,1,1,1
519,2013,22,1,8,2,2,1
519,2013,22,1,9,0,0,1
519,2013,22,1,10,1,1,1
519,2013,22,1,11,0,0,1
519,2013,22,1,12,0,0,1
519,2013,22,1,13,1,1,1
519,2013,22,1,14,2,3,1
519,2013,22,1,15,2,2,1
519,2013,22,1,16,3,2,1
519,2013,22,1,17,3,3,1
519,2013,22,1,18,9,13,1
519,2013,22,1,19,7,3,1
519,2013,22,1,20,2,3,1
519,2013,22,1,21,3,2,2
519,2013,22,1,22,1,1,2
519,2013,22,1,23,0,0,2
519,2013,22,2,0,0,0,2
519,2013,22,2,1,0,0,2
519,2013,22,2,2,0,0,2
519,2013,22,2,3,0,0,5
519,2013,22,2,4,0,0,4
519,2013,22,2,5,0,1,5
519,2013,22,2,6,1,0,1
519,2013,22,2,7,2,2,3
519,2013,22,2,8,8,14,3
519,2013,22,2,9,9,5,2
519,2013,22,2,10,2,2,3
519,2013,22,2,11,2,1,4
519,2013,22,2,12,0,0,2
519,2013,22,2,13,1,2,2
519,2013,22,2,14,2,2,3
519,2013,22,2,15,1,2,2
519,2013,22,2,16,4,4,2
519,2013,22,2,17,7,13,2
519,2013,22,2,18,4,3,2
519,2013,22,2,19,2,5,2
519,2013,22,2,20,0,1,2
519,2013,22,2,21,0,2,2
519,2013,22,2,22,1,0,5
519,2013,22,2,23,1,2,4
519,2013,22,3,0,0,0,2
519,2013,22,3,1,0,0,2
519,2013,22,3,2,0,0,2
519,2013,22,3,3,0,0,2
519,2013,22,3,4,0,0,1
519,2013,22,3,5,1,0,1
519,2013,22,3,6,1,3,1
519,2013,22,3,7,9,10,2
519,2013,22,3,8,10,8,1
519,2013,22,3,9,7,7,1
519,2013,22,3,10,1,2,1
519,2013,22,3,11,0,2,1
519,2013,22,3,12,3,2,1
519,2013,22,3,13,0,0,1
519,2013,22,3,14,3,4,1
519,2013,22,3,15,3,1,1
519,2013,22,3,16,4,4,1
519,2013,22,3,17,4,4,1
519,2013,22,3,18,14,10,1
519,2013,22,3,19,6,4,1
519,2013,22,3,20,5,3,5
519,2013,22,3,21,2,0,5
519,2013,22,3,22,0,0,1
519,2013,22,3,23,0,0,1
519,2013,22,4,0,0,0,1
519,2013,22,4,1,0,0,1
519,2013,22,4,2,0,0,1
519,2013,22,4,3,0,0,1
519,2013,22,4,4,0,0,1
519,2013,22,4,5,0,0,1
519,2013,22,4,6,2,3,1
519,2013,22,4,7,6,7,1
519,2013,22,4,8,15,14,1
519,2013,22,4,9,2,1,1
519,2013,22,4,10,2,1,1
519,2013,22,4,11,0,0,1
519,2013,22,4,12,3,0,1
519,2013,22,4,13,0,1,1
519,2013,22,4,14,3,1,1
519,2013,22,4,15,0,0,1
519,2013,22,4,16,3,3,1
519,2013,22,4,17,3,3,1
519,2013,22,4,18,3,4,1
519,2013,22,4,19,6,7,1
519,2013,22,4,20,3,1,1
519,2013,22,4,21,0,0,1
519,2013,22,4,22,0,1,1
519,2013,22,4,23,0,0,1
519,2013,22,5,0,0,0,1
519,2013,22,5,1,1,1,1
