497,2013,21,6,0,0,0,1
497,2013,21,6,1,0,0,1
497,2013,21,6,2,0,0,1
497,2013,21,6,3,0,0,1
497,2013,21,6,4,0,0,1
497,2013,21,6,5,0,0,1
497,2013,21,6,6,0,1,1
497,2013,21,6,7,1,0,1
497,2013,21,6,8,1,2,1
497,2013,21,6,9,2,2,2
497,2013,21,6,10,6,5,2
497,2013,21,6,11,6,7,2
497,2013,21,6,12,6,7,1
497,2013,21,6,13,2,2,1
497,2013,21,6,14,7,10,1
497,2013,21,6,15,7,5,1
497,2013,21,6,16,10,10,1
497,2013,21,6,17,7,7,1
497,2013,21,6,18,4,4,2
497,2013,21,6,19,6,6,1
497,2013,21,6,20,4,4,1
497,2013,21,6,21,3,2,1
497,2013,21,6,22,2,1,1
497,2013,21,6,23,1,1,1
497,2013,22,0,0,0,0,1
497,2013,22,0,1,0,0,1
497,2013,22,0,2,0,0,1
497,2013,22,0,3,0,0,1
497,2013,22,0,4,0,0,1
497,2013,22,0,5,0,0,1
497,2013,22,0,6,0,1,1
497,2013,22,0,7,1,0,1
497,2013,22,0,8,0,0,1
497,2013,22,0,9,0,1,2
497,2013,22,0,10,1,4,1
497,2013,22,0,11,14,13,1
497,2013,22,0,12,29,29,1
497,2013,22,0,13,15,13,1
497,2013,22,0,14,12,14,1
497,2013,22,0,15,5,7,1
497,2013,22,0,16,11,8,1
497,2013,22,0,17,8,7,1
497,2013,22,0,18,5,3,1
497,2013,22,0,19,2,2,1
497,2013,22,0,20,1,1,1
497,2013,22,0,21,4,4,1
497,2013,22,0,22,0,0,1
497,2013,22,0,23,0,0,1
497,2013,22,1,0,0,0,1
497,2013,22,1,1,0,0,1
497,2013,22,1,2,0,0,1
497,2013,22,1,3,0,0,1
497,2013,22,1,4,0,0,1
497,2013,22,1,5,0,0,1
497,2013,22,1,6,0,0,1
497,2013,22,1,7,0,0,1
497,2013,22,1,8,0,0,1
497,2013,22,1,9,2,2,1
497,2013,22,1,10,1,2,1
497,2013,22,1,11,6,5,1
497,2013,22,1,12,4,4,1
497,2013,22,1,13,2,2,1
497,2013,22,1,14,8,9,1
