8 Ave & W 33 St,40.751872999999996,-73.97770600000001,8627
8 Ave & W 33 St,40.75660359,-73.9979009,7674
8 Ave & W 33 St,40.76030096,-73.99884222,7004
8 Ave & W 33 St,40.76370739,-73.9851615,6026
8 Ave & W 33 St,40.76227205,-73.98788205,6015
8 Ave & W 33 St,40.75929124,-73.98859651,5734
8 Ave & W 33 St,40.75594159,-74.0021163,5564
8 Ave & W 33 St,40.75640548,-73.9900262,5435
8 Ave & W 33 St,40.76009437,-73.99461843,5268
8 Ave & W 33 St,40.751581,-73.97791,4182
8 Ave & W 33 St,40.768254,-73.988639,3956
8 Ave & W 33 St,40.76068327096592,-73.98452728986742,3918
8 Ave & W 33 St,40.76269882,-73.99301222,3764
8 Ave & W 33 St,40.76228826,-73.98336183,3745
8 Ave & W 33 St,40.76341379,-73.99667444,3504
8 Ave & W 33 St,40.76019252,-73.9912551,3418
8 Ave & W 33 St,40.7454973,-74.00197139,3250
8 Ave & W 33 St,40.76695317,-73.98169333,3180
8 Ave & W 33 St,40.745712100000006,-73.98194829,3126
8 Ave & W 33 St,40.744023,-73.976056,3074
8 Ave & W 33 St,40.75466591,-73.99138152,3068
8 Ave & W 33 St,40.74487634,-73.99529885,3000
8 Ave & W 33 St,40.7652654,-73.98192338,2997
8 Ave & W 33 St,40.74901271,-73.98848395,2839
8 Ave & W 33 St,40.76669671,-73.99061728,2821
8 Ave & W 33 St,40.75500254,-73.98014437,2766
8 Ave & W 33 St,40.75992262,-73.97648516,2729
8 Ave & W 33 St,40.75645824,-73.99372222,2725
8 Ave & W 33 St,40.76915505,-73.98191841,2720
8 Ave & W 33 St,40.75510267,-73.97498696,2471
8 Ave & W 33 St,40.751396,-74.00522600000001,2463
8 Ave & W 33 St,40.74317449,-74.00366443,2357
8 Ave & W 33 St,40.7489006,-73.97604882,2351
8 Ave & W 33 St,40.742354299999995,-73.98915076,2339
8 Ave & W 33 St,40.740343200000005,-73.98955109,2309
8 Ave & W 33 St,40.751551,-73.993934,2253
8 Ave & W 33 St,40.74173969,-73.99415556,2226
8 Ave & W 33 St,40.76344058,-73.98268129,2182
8 Ave & W 33 St,40.74025878,-73.98409214,2163
8 Ave & W 33 St,40.75756989999999,-73.99098507,2152
