Pershing Square North,40.75019995,-73.99093085,16279
Pershing Square North,40.75640548,-73.9900262,13990
Pershing Square North,40.74096374,-73.98602213,13523
Pershing Square North,40.74854862,-73.98808416,13310
Pershing Square North,40.74444921,-73.98303529,9516
Pershing Square North,40.745712100000006,-73.98194829,8785
Pershing Square North,40.749156,-73.9916,8084
Pershing Square North,40.751551,-73.993934,7890
Pershing Square North,40.73704984,-73.99009296,7275
Pershing Square North,40.740343200000005,-73.98955109,7184
Pershing Square North,40.74765947,-73.98490707,6790
Pershing Square North,40.74025878,-73.98409214,6587
Pershing Square North,40.744023,-73.976056,6450
Pershing Square North,40.74780373,-73.97344190000001,6314
Pershing Square North,40.742354299999995,-73.98915076,6222
Pershing Square North,40.7451677,-73.98683077,6190
Pershing Square North,40.74290902,-73.97706058,6183
Pershing Square North,40.74395411,-73.99144871,5848
Pershing Square North,40.74311555376486,-73.98215353488922,5348
Pershing Square North,40.75466591,-73.99138152,5205
Pershing Square North,40.746646999999996,-73.993915,5025
Pershing Square North,40.75756989999999,-73.99098507,4793
Pershing Square North,40.75097711,-73.98765428,4718
Pershing Square North,40.73827428,-73.98751968,4712
Pershing Square North,40.744219,-73.97121214,4590
Pershing Square North,40.73912601,-73.97973776,4567
Pershing Square North,40.74173969,-73.99415556,4522
Pershing Square North,40.7462009,-73.98855723,4499
Pershing Square North,40.74394314,-73.97966069,4356
Pershing Square North,40.74901271,-73.98848395,4353
Pershing Square North,40.736502,-73.97809472,4307
Pershing Square North,40.75038009,-73.98338988,4176
Pershing Square North,40.75645824,-73.99372222,4113
Pershing Square North,40.74144387,-73.97536082,4106
Pershing Square North,40.73587678,-73.98205027,3823
Pershing Square North,40.76009437,-73.99461843,3666
Pershing Square North,40.76030096,-73.99884222,3604
Pershing Square North,40.76227205,-73.98788205,3552
Pershing Square North,40.75660359,-73.9979009,3443
Pershing Square North,40.75513557,-73.98658032,3430
Pershing Square North,40.74487634,-73.99529885,3343
Pershing Square North,40.75172632,-73.98753523,3232
Pershing Square North,40.73454567,-73.99074142,3103
Pershing Square North,40.73726186,-73.99238967,3091
Pershing Square North,40.73971301,-73.99456405,2947
Pershing Square North,40.73524276,-73.98758561,2940
Pershing Square North,40.73221853,-73.98165557,2608
Pershing Square North,40.751872999999996,-73.97770600000001,2591
Pershing Square North,40.73047309,-73.98672378,2560
Pershing Square North,40.74317449,-74.00366443,2522
Pershing Square North,40.73381219196632,-73.9805442094803,2484
Pershing Square North,40.76915505,-73.98191841,2473
Pershing Square North,40.74177603,-74.00149746,2455
Pershing Square North,40.7381765,-73.97738662,2406
Pershing Square North,40.76087502,-74.00277668,2375
Pershing Square North,40.7652654,-73.98192338,2322
Pershing Square North,40.75299641,-73.98721619,2287
Pershing Square North,40.739445,-73.97680600000001,2239
Pershing Square North,40.76095756,-73.96724467,2232
Pershing Square North,40.75929124,-73.98859651,2223
Pershing Square North,40.734232,-73.986923,2222
Pershing Square North,40.73624527,-73.98473765,2179
Pershing Square North,40.76695317,-73.98169333,2170
Pershing Square North,40.7284186,-73.98713956,2157
Pershing Square North,40.76019252,-73.9912551,2091
Pershing Square North,40.75527307,-73.98316936,2077
Pershing Square North,40.72938685,-73.97772429,2020
Pershing Square North,40.74238787,-73.99726235,2014
Pershing Square North,40.7454973,-74.00197139,1969
Pershing Square North,40.76669671,-73.99061728,1937
Pershing Square North,40.73020660529954,-73.99102628231049,1933
Pershing Square North,40.75898481399634,-73.99379968643187,1901
Pershing Square North,40.73935542,-73.99931783,1859
Pershing Square North,40.76068327096592,-73.98452728986742,1855
Pershing Square North,40.74734825,-73.99723551,1833
Pershing Square North,40.72210378668603,-73.99724900722505,1796
Pershing Square North,40.7568001,-73.98291153,1758
Pershing Square North,40.73314259,-73.97573881,1733
Pershing Square North,40.72710258,-74.00297088,1721
Pershing Square North,40.715337899999994,-74.01658354,1718
Pershing Square North,40.76500525,-73.95818491,1715
Pershing Square North,40.76370739,-73.9851615,1710
Pershing Square North,40.75044999,-73.99481051,1706
Pershing Square North,40.73492695,-73.99200509,1693
Pershing Square North,40.72903917,-73.99404649,1669
Pershing Square North,40.756014,-73.967416,1665
Pershing Square North,40.73172428,-74.00674436,1621
Pershing Square North,40.73261787,-73.99158043,1601
Pershing Square North,40.751396,-74.00522600000001,1591
Pershing Square North,40.76340613,-73.97722479,1559
Pershing Square North,40.749717753,-74.002950346,1541
Pershing Square North,40.72621788,-73.98379855,1527
Pershing Square North,40.73291553,-74.00711384,1510
Pershing Square North,40.75971079999999,-73.97402311,1498
Pershing Square North,40.75992262,-73.97648516,1498
Pershing Square North,40.7390169121,-74.0026376103,1497
Pershing Square North,40.76344058,-73.98268129,1474
Pershing Square North,40.71494807,-74.00234482,1464
Pershing Square North,40.76269882,-73.99301222,1450
Pershing Square North,40.73038599,-74.00214988,1433
Pershing Square North,40.72955361,-73.98057249,1427
Pershing Square North,40.74475148,-73.99915362,1426
Pershing Square North,40.748238,-73.978311,1413
Pershing Square North,40.764397100000004,-73.97371465,1406
