Broadway & E 22 St,40.751872999999996,-73.97770600000001,8376
Broadway & E 22 St,40.73704984,-73.99009296,8338
Broadway & E 22 St,40.736502,-73.97809472,7796
Broadway & E 22 St,40.73587678,-73.98205027,6332
Broadway & E 22 St,40.749156,-73.9916,6060
Broadway & E 22 St,40.73492695,-73.99200509,5185
Broadway & E 22 St,40.73454567,-73.99074142,5138
Broadway & E 22 St,40.74691959,-74.00451887,4974
Broadway & E 22 St,40.74173969,-73.99415556,4929
Broadway & E 22 St,40.7454973,-74.00197139,4858
Broadway & E 22 St,40.74475148,-73.99915362,4143
Broadway & E 22 St,40.73314259,-73.97573881,4069
Broadway & E 22 St,40.73935542,-73.99931783,3867
Broadway & E 22 St,40.75466591,-73.99138152,3708
Broadway & E 22 St,40.740343200000005,-73.98955109,3444
Broadway & E 22 St,40.73020660529954,-73.99102628231049,3291
Broadway & E 22 St,40.73381219196632,-73.9805442094803,3270
Broadway & E 22 St,40.74238787,-73.99726235,3084
Broadway & E 22 St,40.73038599,-74.00214988,3066
Broadway & E 22 St,40.746745000000004,-74.007756,3036
Broadway & E 22 St,40.7381765,-73.97738662,3024
Broadway & E 22 St,40.73047309,-73.98672378,2951
Broadway & E 22 St,40.7390169121,-74.0026376103,2901
Broadway & E 22 St,40.74901271,-73.98848395,2851
Broadway & E 22 St,40.74487634,-73.99529885,2812
Broadway & E 22 St,40.7284186,-73.98713956,2810
Broadway & E 22 St,40.73221853,-73.98165557,2736
Broadway & E 22 St,40.74177603,-74.00149746,2721
Broadway & E 22 St,40.72710258,-74.00297088,2620
Broadway & E 22 St,40.75044999,-73.99481051,2594
Broadway & E 22 St,40.75640548,-73.9900262,2571
Broadway & E 22 St,40.73912601,-73.97973776,2522
Broadway & E 22 St,40.72621788,-73.98379855,2519
Broadway & E 22 St,40.745712100000006,-73.98194829,2483
Broadway & E 22 St,40.73223272,-73.98889957,2439
Broadway & E 22 St,40.72740794,-73.98142006,2422
Broadway & E 22 St,40.746646999999996,-73.993915,2391
Broadway & E 22 St,40.74025878,-73.98409214,2349
Broadway & E 22 St,40.73261787,-73.99158043,2346
Broadway & E 22 St,40.73624527,-73.98473765,2325
Broadway & E 22 St,40.73649403,-73.99704374,2322
Broadway & E 22 St,40.734232,-73.986923,2300
Broadway & E 22 St,40.74444921,-73.98303529,2270
Broadway & E 22 St,40.73226398,-73.99852205,2258
Broadway & E 22 St,40.72903917,-73.99404649,2221
Broadway & E 22 St,40.73331967,-73.99510132,2214
Broadway & E 22 St,40.74317449,-74.00366443,2190
Broadway & E 22 St,40.74394314,-73.97966069,2170
Broadway & E 22 St,40.72210378668603,-73.99724900722505,2137
Broadway & E 22 St,40.72955361,-73.98057249,2116
Broadway & E 22 St,40.73401143,-74.00293877,2113
Broadway & E 22 St,40.73524276,-73.98758561,2059
Broadway & E 22 St,40.73047747,-73.99906065,2004
Broadway & E 22 St,40.72743423,-73.99379025,1996
Broadway & E 22 St,40.74345335,-74.00004031,1970
Broadway & E 22 St,40.72779126,-73.98564945,1952
Broadway & E 22 St,40.751581,-73.97791,1936
